"Subnum","ChoiceSet","PropOptimal","RT"
164,"BD",1,797.56
165,"AB",0.59,1551.51
165,"CD",0.76,1297.9
165,"CA",0.36,2608.32
165,"CB",0.36,1994.6
165,"AD",0.68,4180.32
165,"BD",0.64,2878.68
166,"AB",0.74,888.2
166,"CD",0.86,973.8
166,"CA",0.72,1017.04
166,"CB",0.48,939.24
166,"AD",0.48,1213.44
166,"BD",0.68,1072.4
167,"AB",0.74,1019.33
167,"CD",0.76,1233.9
167,"CA",0.24,943.96
167,"CB",0.4,982.32
167,"AD",0.92,788.32
167,"BD",0.56,965.16
168,"AB",0.81,931.62
168,"CD",0.14,1152.84
168,"CA",0,1229.12
168,"CB",1,1318.44
168,"AD",1,1182.88
168,"BD",0,1567.64
169,"AB",0.83,723.12
169,"CD",0.62,1057.08
169,"CA",0.16,942.84
169,"CB",0.16,890.08
169,"AD",0.84,730.8
169,"BD",0.84,786.6
170,"AB",0.64,783.79
170,"CD",0.06,1359.8
170,"CA",0.2,1150.56
170,"CB",0.28,1166.4
170,"AD",0.24,1119.48
170,"BD",0.16,1008.52
171,"AB",0.96,1094.82
171,"CD",1,1274.9
171,"CA",0.96,1038.52
171,"CB",1,954.28
171,"AD",0.04,824.36
171,"BD",0,742.4
172,"AB",0.99,842.91
172,"CD",0,951.28
172,"CA",0.84,1032.28
172,"CB",0.96,839.56
172,"AD",0,659
172,"BD",0.08,1033.76
173,"AB",0.78,764.64
173,"CD",1,1050.34
173,"CA",0.56,1080.08
173,"CB",0.84,1269.12
173,"AD",0.68,1127.12
173,"BD",0.64,1234.96
174,"AB",0.23,1022.21
174,"CD",0.88,887.54
174,"CA",1,1358.72
174,"CB",0.88,1403.08
174,"AD",0.08,1324.44
174,"BD",0.24,1211.24
175,"AB",0.67,856.43
175,"CD",0.64,1168.32
175,"CA",0.2,1548
175,"CB",0.92,1061.6
175,"AD",1,1214.24
175,"BD",0.64,2253.28
176,"AB",0.59,857.35
176,"CD",0.42,969.62
176,"CA",0.52,852.2
176,"CB",0.68,1129.56
176,"AD",0.6,1129.56
176,"BD",0.52,703.88
177,"AB",0.72,841.36
177,"CD",0.3,1207.12
177,"CA",0,832.16
177,"CB",0,1009
177,"AD",0.96,874.28
177,"BD",0.76,1067.16
178,"AB",0.74,1067.28
178,"CD",0.7,1152.98
178,"CA",0.2,991.32
178,"CB",0.56,1332.36
178,"AD",0.88,1135.96
178,"BD",0.76,1791.68
179,"AB",0.55,1254.9
179,"CD",0.4,1089.34
179,"CA",0,1230.96
179,"CB",0,1732.36
179,"AD",1,1615.52
179,"BD",1,1410.28
180,"AB",0.73,808.12
180,"CD",0.68,1138.34
180,"CA",0.4,934.24
180,"CB",0.08,986.28
180,"AD",0.8,882.6
180,"BD",0.92,907.24
181,"AB",0.91,795.5
181,"CD",0.98,818.72
181,"CA",1,996.96
181,"CB",1,1015.48
181,"AD",0.04,1323.96
181,"BD",0.36,1018.88
182,"AB",0.86,992.09
182,"CD",0.3,1163
182,"CA",0.28,2131.4
182,"CB",0.24,868.88
182,"AD",0.84,899.92
182,"BD",0.64,1012.64
183,"AB",0.87,1188.24
183,"CD",0.88,1200.64
183,"CA",0.28,1543.6
183,"CB",1,1137.92
183,"AD",1,1226.76
183,"BD",0,1454.72
184,"AB",0.66,1144.55
184,"CD",0.56,1469.32
184,"CA",0.6,1155.68
184,"CB",0.72,1246.4
184,"AD",0.24,1175.48
184,"BD",0.36,1598.4
185,"AB",0.33,1001.12
185,"CD",0.56,1183.42
185,"CA",0.84,1274.76
185,"CB",0.6,1173.32
185,"AD",0.88,1170.6
185,"BD",0.84,1137.12
186,"AB",0.41,854.14
186,"CD",0.34,938.96
186,"CA",1,755.24
186,"CB",1,870.44
186,"AD",0,755.88
186,"BD",0,670.36
187,"AB",0.94,750.22
187,"CD",0.96,1032.04
187,"CA",0.6,813.56
187,"CB",1,948.84
187,"AD",0.84,803.72
187,"BD",0.04,988.24
