"Subnum","ChoiceSet","PropOptimal","RT"
158,"CD",0.506666666666667,1084.69333333333
158,"CA",0.24,948.36
158,"CB",0.12,954.36
158,"AD",0.24,1077.16
158,"BD",0.24,902.92
159,"AB",0.7,1107.95
159,"CD",0.78,1102.28
159,"CA",0,1351.16
159,"CB",1,1410.6
159,"AD",0.92,1101
159,"BD",0.04,1629.44
160,"AB",0.75,1325.8
160,"CD",0.32,1326.48
160,"CA",0.44,1541.28
160,"CB",0.48,1504.4
160,"AD",0.28,915.24
160,"BD",0.32,1106.92
161,"AB",0.71,866.2
161,"CD",0.64,943
161,"CA",0.76,1692.52
161,"CB",1,1183.2
161,"AD",0.64,1089.4
161,"BD",0.16,1764.32
162,"AB",0.49,1565.86
162,"CD",0.52,1583.44
162,"CA",0.08,1434.64
162,"CB",0.32,1362.76
162,"AD",0.76,1575.24
162,"BD",0.84,1371.36
163,"AB",0,878.08
163,"CD",0,1105.44
163,"CA",0,1226.04
163,"CB",0,779.16
163,"AD",0,1511.8
163,"BD",1,842.08
164,"AB",0.71,1417.06
164,"CD",0.66,1504.44
164,"CA",0.48,1294.48
164,"CB",0.56,1473.88
164,"AD",0.68,950.48
164,"BD",0.4,1323.36
165,"AB",0.72,1385.08
165,"CD",0.58,1518.84
165,"CA",0.08,1294.84
165,"CB",0.92,1471.68
165,"AD",0.92,1415.76
165,"BD",0,1609.12
166,"AB",0.74,1259.23
166,"CD",0.88,1226.24
166,"CA",1,1535.64
166,"CB",1,1398.68
166,"AD",0.76,2052.92
166,"BD",0,1664.2
167,"AB",0.7,1388.8
167,"CD",0.4,1403.24
167,"CA",0.8,1956.56
167,"CB",0.76,1962.8
167,"AD",0.88,1932.2
167,"BD",0.92,1501.2
168,"AB",0.61,1629.02
168,"CD",0.68,1746.98
168,"CA",0.28,772.6
168,"CB",0.76,846.96
168,"AD",0.96,629.28
168,"BD",0.48,1474.36
169,"AB",0.693333333333333,992.68
169,"CD",0.72,912.466666666667
169,"CA",0.04,1150.12
169,"CB",1,1312.36
169,"AD",0.96,1036.52
169,"BD",0.2,1234.8
170,"AB",0.7,1246.64
170,"CD",0.46,1137.8
170,"CA",0.24,2874.96
170,"CB",0.96,2868.8
170,"AD",1,2440.16
170,"BD",0.8,2885.2
171,"AB",0.45,1200.74
171,"CD",0.54,1220.76
171,"CA",0.32,1252.72
171,"CB",0.04,802.08
171,"AD",0.6,996.32
171,"BD",0.8,801.48
172,"AB",0.69,1010.61
172,"CD",0.26,1341.16
172,"CA",0,1311.68
172,"CB",0.2,2004.24
172,"AD",0.84,1820.08
172,"BD",0.12,1767.32
173,"AB",0.44,1628.44
173,"CD",0.32,1498.26
173,"CA",0.32,1626.92
173,"CB",0.92,2298.68
173,"AD",0.88,2212.44
173,"BD",0.08,2006.32
174,"AB",0.61,1257.69
174,"CD",0.48,1248.62
174,"CA",0.44,2222.64
174,"CB",0.72,1877.68
174,"AD",0.84,1323.56
174,"BD",0.64,1936.64
175,"AB",0.23,1214.31
175,"CD",0.18,1303.38
175,"CA",0.64,1850.96
175,"CB",0.8,1345.48
175,"AD",0.52,3236.4
175,"BD",0.56,1787
176,"AB",0.75,1299.85
176,"CD",0.74,1193.68
176,"CA",0,1131.16
176,"CB",0.92,1356.4
176,"AD",1,1005.36
176,"BD",1,1539.44
177,"AB",0.54,1872.73
177,"CD",0.58,1432.7
177,"CA",0.6,886.48
177,"CB",0.4,959.28
177,"AD",0.52,1628.12
177,"BD",0.36,916.16
178,"AB",0.56,1175.36
178,"CD",0.54,1405.24
178,"CA",0.68,1687.88
178,"CB",0.52,1663.8
178,"AD",0.56,1147.52
178,"BD",0.6,1613.44
179,"AB",0.49,1131.05
179,"CD",0.46,1143.36
179,"CA",0.28,749.56
179,"CB",0.48,753.6
179,"AD",0.64,763.32
179,"BD",0.52,857.96
180,"AB",0.48,1109.91
180,"CD",0.54,1432.6
180,"CA",0.4,1393.16
180,"CB",0.56,1781.2
180,"AD",0.64,1716.4
180,"BD",0.48,2031.16
181,"AB",0.293333333333333,1415.89333333333
181,"CD",0.973333333333333,2055.36
181,"CA",0.96,1502
181,"CB",1,1303.76
181,"AD",0.92,1952.48
181,"BD",0,1792.52
182,"AB",0.853333333333333,1095.28
182,"CD",0.893333333333333,1294.38666666667
182,"CA",0.56,863.84
182,"CB",0.92,1232.64
182,"AD",0.76,1083.36
182,"BD",0.52,1179.64
183,"AB",0.91,877.48
183,"CD",0.92,1201.9
183,"CA",0,866.08
183,"CB",1,1027.72
183,"AD",1,667.52
183,"BD",0,1192.64
184,"AB",0.29,1163.56
184,"CD",0.72,1822.44
184,"CA",0.08,919.72
184,"CB",1,1289.32
184,"AD",0.96,783.56
184,"BD",0,1098.32
185,"AB",0.493333333333333,1213.21333333333
185,"CD",0.493333333333333,1079.24
185,"CA",0.52,1130.44
185,"CB",0.52,906.16
185,"AD",0.6,859.28
185,"BD",0.48,962.28
186,"AB",0.61,1383.77
186,"CD",0.58,1472.74
186,"CA",0.68,2120.08
186,"CB",0.72,2033.2
186,"AD",0.96,1663.64
186,"BD",0.92,1438.88
187,"AB",0.45,1805.11
187,"CD",0.22,1822.96
187,"CA",0.24,2109.36
187,"CB",0.24,1692.56
187,"AD",0.52,1237.16
187,"BD",0.64,1166.92
188,"AB",0.546666666666667,1323.64
188,"CD",0.693333333333333,1030.74666666667
188,"CA",0.92,1171.72
188,"CB",1,1078.84
188,"AD",1,1535.6
188,"BD",0.16,1986.6
189,"AB",0.91,837.83
189,"CD",0.9,908.12
189,"CA",0.32,1335.52
189,"CB",1,962.36
189,"AD",1,1138.36
189,"BD",0.08,1632.88
190,"AB",0.36,1311.87
190,"CD",0.42,1042
190,"CA",0.88,1273.96
190,"CB",0.64,1307.64
190,"AD",0.56,1484.76
190,"BD",0.8,1051.68
191,"AB",0.933333333333333,1340.76
191,"CD",0.973333333333333,1053.37333333333
191,"CA",0.52,1282.4
191,"CB",0.44,1030.16
191,"AD",0.48,1036.88
191,"BD",0.36,907.64
192,"AB",0.8,1013.89333333333
192,"CD",0.746666666666667,1027.44
192,"CA",0.52,1125.68
192,"CB",0.92,1083.48
192,"AD",0.92,1120.52
192,"BD",0.6,1167.28
193,"AB",0.94,928.3
193,"CD",0.92,1029.84
193,"CA",0.4,1317.4
193,"CB",0.8,1036.68
193,"AD",1,790.04
193,"BD",0.92,1050
194,"AB",0.78,1270.83
194,"CD",0.8,1260.14
194,"CA",0.92,1308.2
194,"CB",0.96,1163.44
194,"AD",1,1324.6
194,"BD",0.96,1253.16
195,"AB",0.653333333333333,2118.25333333333
195,"CD",0.4,2726.44
195,"CA",0.24,2446.48
195,"CB",0.72,2231.72
195,"AD",0.72,1668.4
195,"BD",0.36,2616
196,"AB",0.5,1348.02
196,"CD",0.58,1530.86
196,"CA",0.52,2164.24
196,"CB",0.32,1719.76
196,"AD",0.56,1455.52
196,"BD",0.56,2090.28
197,"AB",0.66,1103.56
197,"CD",0.36,1217.7
197,"CA",0.24,1282.6
197,"CB",0.56,1228.48
197,"AD",0.64,1485.6
197,"BD",0.48,1615.44
198,"AB",0.72,1173.74666666667
198,"CD",0.626666666666667,1198.6
198,"CA",0.48,819.24
198,"CB",0.44,1046.8
198,"AD",0.68,772
198,"BD",0.44,1611.24
199,"AB",0.64,1382.28
199,"CD",0.86,1547.46
199,"CA",0.68,1117.96
199,"CB",0.84,1430.4
199,"AD",0.96,1154.28
199,"BD",0.96,1720.44
200,"AB",0.653333333333333,945.026666666667
200,"CD",0.64,962.293333333333
200,"CA",0.56,1807.28
200,"CB",0.96,1577.36
200,"AD",0.56,1321.08
200,"BD",0.16,2925.24
201,"AB",0.56,1568.35
201,"CD",0.7,1307.12
201,"CA",0.92,1124.96
201,"CB",0.96,1270.48
201,"AD",0.64,1653.48
201,"BD",0.72,1675.72
202,"AB",0.82,850.38
202,"CD",0.64,888.8
202,"CA",0.2,989.56
202,"CB",1,1134.28
202,"AD",1,714.52
202,"BD",0.52,1303.48
203,"AB",0.44,1127.44
203,"CD",0.66,1241.34
203,"CA",0.08,1434.92
203,"CB",0.92,1242.84
203,"AD",1,1335.32
203,"BD",0.68,1675.32
204,"AB",0.7,1488.34
204,"CD",0.46,1466.04
204,"CA",0.44,2177.84
204,"CB",0.6,3010.2
204,"AD",0.48,1593
204,"BD",0.44,2673.64
205,"AB",0.52,1221.82
205,"CD",0.66,1292.4
205,"CA",0.8,1205.4
205,"CB",0.36,1409.96
205,"AD",0.72,2785.16
205,"BD",0.44,1802.16
206,"AB",0.933333333333333,1011.68
206,"CD",0.88,1144.42666666667
206,"CA",0.84,1306.28
206,"CB",0.92,2026.72
206,"AD",0.6,1783.68
206,"BD",0.08,1501.76
207,"AB",0.94,1234.46
207,"CD",0.8,1421.58
207,"CA",0,1092.84
207,"CB",1,1162.76
207,"AD",1,1001.32
207,"BD",0,1965.32
208,"AB",0.45,1687.1
208,"CD",0.7,1598.62
208,"CA",1,1193.08
208,"CB",1,2071.64
208,"AD",0,1339.32
208,"BD",1,1353.16
209,"AB",0.54,973.49
209,"CD",0.44,908.52
209,"CA",0.24,926.92
209,"CB",0.28,975.28
209,"AD",0.76,808.96
209,"BD",0.72,969.92
210,"AB",0.89,1653.98
210,"CD",0.26,1570.64
210,"CA",0,1447.56
210,"CB",0.68,2458.12
210,"AD",0.92,1765.04
210,"BD",0,1825.64
211,"AB",0.51,1477.08
211,"CD",0.54,1693.94
211,"CA",0.44,1926
211,"CB",0.4,1583.36
211,"AD",0.64,1636.4
211,"BD",0.6,1579.8
212,"AB",0.47,1047.33
212,"CD",0.36,1352.18
212,"CA",0.48,1099.16
212,"CB",0.84,1383.12
212,"AD",0.84,1074.32
212,"BD",0.44,1097.28
213,"AB",0.5,1149.29
213,"CD",0.58,1325.48
213,"CA",0.08,1215.96
213,"CB",0.4,1268.64
213,"AD",0.8,1187.52
213,"BD",0.6,1217.48
214,"AB",0.34,1104
214,"CD",0.5,1318.06
214,"CA",1,1329.68
214,"CB",1,1570.08
214,"AD",0.92,2293.68
214,"BD",0,2729.16
215,"AB",0.37,1141.12
215,"CD",0.48,1267.82
215,"CA",0.52,1372
215,"CB",0.68,1707.04
215,"AD",0.56,1476.16
215,"BD",0.4,1112.84
216,"AB",0.45,1302.33
216,"CD",0.72,1429.78
216,"CA",1,1330.04
216,"CB",0,1306.48
216,"AD",0,1465.96
216,"BD",0.96,1276.36
217,"AB",0.46,1540.03
217,"CD",0.64,1765.42
217,"CA",0.96,1438.48
217,"CB",0.96,1547.36
217,"AD",0.76,2109.12
217,"BD",0,1788.84
218,"AB",0.55,1489.38
218,"CD",0.72,1337.8
218,"CA",0.44,1025.24
218,"CB",0.28,948.48
218,"AD",0.72,1142.92
218,"BD",0.76,1229.76
219,"AB",0.58,1713.1
219,"CD",0.5,1896.44
219,"CA",0.52,1488.44
219,"CB",0.52,1270.4
219,"AD",0.48,1490.96
219,"BD",0.48,1408.84
220,"AB",0.77,1143.98
220,"CD",0.76,1463.72
220,"CA",0,1536.88
220,"CB",0.88,1628.68
220,"AD",1,1628.88
220,"BD",0,1790
221,"AB",0.8,1034.06
221,"CD",0.76,1494.56
221,"CA",0,1118.88
221,"CB",0.88,1306.44
221,"AD",1,1000.8
221,"BD",1,1367.88
222,"AB",0.7,1130.3
222,"CD",0.82,1854.42
222,"CA",0.04,1449.16
222,"CB",1,1018.44
222,"AD",0.92,1044.56
222,"BD",0,1562
223,"AB",0.58,1244.56
223,"CD",0.44,1325.48
223,"CA",0.36,1506.16
223,"CB",0.64,1395.16
223,"AD",0.4,1416.16
223,"BD",0.56,1296.48
224,"AB",0.493333333333333,1452.90666666667
224,"CD",0.48,2095.85333333333
224,"CA",0.08,2049.4
224,"CB",0.2,1997.84
224,"AD",0.44,1205.08
224,"BD",0.68,1352.44
225,"AB",0.49,1160.31
225,"CD",0.66,1248.46
225,"CA",0.44,939.16
225,"CB",0.56,795.24
225,"AD",0.88,947.56
225,"BD",0.96,911.12
226,"AB",0.853333333333333,1092.10666666667
226,"CD",0.12,1059.54666666667
226,"CA",0.8,843.32
226,"CB",0.88,993
226,"AD",0.04,874.64
226,"BD",0.08,1176.84
227,"AB",0.89,988.4
227,"CD",0.88,1188.96
227,"CA",0.16,1387.6
227,"CB",1,1612.56
227,"AD",1,1120.64
227,"BD",0.16,1833.4
228,"AB",0.23,965.05
228,"CD",0.76,1088.2
228,"CA",0.68,644.76
228,"CB",0.6,684.6
228,"AD",0.36,853.88
228,"BD",0.36,850.64
229,"AB",0.666666666666667,1090.6
229,"CD",0.92,1029.86666666667
229,"CA",1,829
229,"CB",1,874
229,"AD",0.96,986.16
229,"BD",1,1279.44
230,"AB",0.38,1071.53
230,"CD",0.48,1995.42
230,"CA",0.2,881.4
230,"CB",0.48,1762
230,"AD",0.68,852.12
230,"BD",0.4,923.2
231,"AB",0.65,2673.98
231,"CD",0.62,2501.36
231,"CA",0.52,4905.08
231,"CB",0.72,2230.24
231,"AD",0.6,2747
231,"BD",0.28,3067.76
232,"AB",0.76,1086.93333333333
232,"CD",0.72,1207.94666666667
232,"CA",1,2088.92
232,"CB",0.96,1084.88
232,"AD",1,1855.48
232,"BD",1,2075.56
233,"AB",0.866666666666667,1041.41333333333
233,"CD",0.906666666666667,1000.42666666667
233,"CA",0,1238.48
233,"CB",0.92,1136.12
233,"AD",1,988.84
233,"BD",0.96,1411.72
234,"AB",0.773333333333333,1353.37333333333
234,"CD",0.906666666666667,1176.41333333333
234,"CA",0.96,2269.24
234,"CB",0.6,1103.36
234,"AD",0,3410.2
234,"BD",0.2,854.32
235,"AB",0.613333333333333,1137.05333333333
235,"CD",0.613333333333333,1274.25333333333
235,"CA",0.92,1239.76
235,"CB",1,1143.44
235,"AD",0.96,1382.48
235,"BD",0.96,2457.6
236,"AB",0.77,1119.33
236,"CD",0.68,1459.62
236,"CA",0.52,2035.76
236,"CB",0.96,1898.8
236,"AD",0.84,1399.56
236,"BD",0.32,1896.48
237,"AB",0.893333333333333,899.28
237,"CD",0.613333333333333,998.68
237,"CA",0.08,1151.48
237,"CB",1,1360.88
237,"AD",1,1234.2
237,"BD",0,1344.68
238,"AB",0.7,998.72
238,"CD",0.72,1576.14
238,"CA",0.28,1012.24
238,"CB",0.6,1253.12
238,"AD",0.96,989.36
238,"BD",1,1090.16
239,"AB",0.46,1844.18
239,"CD",0.58,3894.82
239,"CA",0.48,2462.04
239,"CB",0.2,1799.8
239,"AD",0.12,2579.76
239,"BD",0.8,2049.56
240,"AB",0.466666666666667,1452.41333333333
240,"CD",0.613333333333333,1048.54666666667
240,"CA",0.52,1105.48
240,"CB",0.68,1511.24
240,"AD",0.68,1074.04
240,"BD",0.4,1114.6
241,"AB",0.82,1203.38
241,"CD",0.88,1370.88
241,"CA",0.64,1160.2
241,"CB",0.8,801.64
241,"AD",0.8,1099.6
241,"BD",0.8,925.48
242,"AB",0.89,802.04
242,"CD",0.82,1065.42
242,"CA",0.44,1048.32
242,"CB",1,993.96
242,"AD",0.92,991.72
242,"BD",0.04,2188.92
243,"AB",0.61,2549.54
243,"CD",0.66,4022.28
243,"CA",0.04,1417.28
243,"CB",0.92,1817.44
243,"AD",1,1699.28
243,"BD",1,1845
244,"AB",0.25,826.27
244,"CD",0.3,1130.54
244,"CA",1,1215.2
244,"CB",0.04,924.8
244,"AD",0,1105.6
244,"BD",0.8,899.52
245,"AB",0.68,1215.43
245,"CD",0.72,997.7
245,"CA",0.68,1537.68
245,"CB",0.68,1399.04
245,"AD",1,980.04
245,"BD",1,1271.6
246,"AB",0.48,1614.53
246,"CD",0.5,1763.94
246,"CA",0.76,1448.84
246,"CB",0.84,1455.52
246,"AD",0.48,1496.48
246,"BD",0.52,1078.28
247,"AB",0.84,1662.98666666667
247,"CD",0.84,1827.22666666667
247,"CA",0.44,1548.92
247,"CB",0.76,1997.68
247,"AD",0.88,1536.6
247,"BD",0.92,1842.6
248,"AB",0.34,993.65
248,"CD",0.7,799.48
248,"CA",0.4,867
248,"CB",0.16,815.44
248,"AD",0.52,868.72
248,"BD",1,770.48
249,"AB",0.56,1137.77
249,"CD",0.52,1401.96
249,"CA",1,1198.28
249,"CB",0.84,1354.96
249,"AD",0.04,1494.24
249,"BD",0.28,1164.92
250,"AB",0.78,1122.34
250,"CD",0.86,1175.82
250,"CA",0.4,1608.88
250,"CB",0.92,1381.4
250,"AD",1,1354.52
250,"BD",0.28,1954.36
251,"AB",0.84,1118.22666666667
251,"CD",0.906666666666667,946.973333333333
251,"CA",0.04,1468.24
251,"CB",0,997.68
251,"AD",1,1807.52
251,"BD",0.96,1444.12
252,"AB",0.09,1329.19
252,"CD",0,1409.7
252,"CA",0,939.6
252,"CB",0,1086.2
252,"AD",0.04,788.2
252,"BD",0,678.68
253,"AB",0.93,973.93
253,"CD",0.92,1308.98
253,"CA",0.96,916.92
253,"CB",1,959.84
253,"AD",0.68,1283.28
253,"BD",0.56,1422.12
254,"AB",0.53,934.56
254,"CD",0.38,834.44
254,"CA",0.12,822.68
254,"CB",0,714.56
254,"AD",0.96,817.6
254,"BD",0.96,1215.84
255,"AB",0.28,1034.51
255,"CD",0.4,1389.08
255,"CA",0.48,1646.24
255,"CB",0.92,1337.88
255,"AD",0.48,1060.84
255,"BD",0.2,1074
256,"AB",0.56,1180.53
256,"CD",0.58,1293.54
256,"CA",0.4,1295.52
256,"CB",0.88,1042.4
256,"AD",0.88,1129.16
256,"BD",0.72,1250.84
257,"AB",0.733333333333333,925.04
257,"CD",0.746666666666667,878.2
257,"CA",0.32,1014.24
257,"CB",0.96,917.12
257,"AD",1,939.84
257,"BD",0,1078.44
258,"AB",0.48,1872.82666666667
258,"CD",0.546666666666667,1875.21333333333
258,"CA",0.64,1089.48
258,"CB",0.76,1694.16
258,"AD",0.76,1995.8
258,"BD",0.56,1506.36
259,"AB",0.68,1059.38666666667
259,"CD",0.826666666666667,1059.29333333333
259,"CA",0.48,807.16
259,"CB",0.64,792.6
259,"AD",0.6,935.56
259,"BD",0.48,1035.36
260,"AB",0.213333333333333,1572.05333333333
260,"CD",0.72,990.613333333333
260,"CA",0.36,1580.76
260,"CB",0.08,1014
260,"AD",0.88,1246.2
260,"BD",1,1107.12
261,"AB",0.47,1713.65
261,"CD",0.28,1697.14
261,"CA",0.24,2180.76
261,"CB",0.24,1866.64
261,"AD",0.64,1510
261,"BD",0.88,1411.08
262,"AB",0.42,1209.98
262,"CD",0.32,1976.42
262,"CA",0.56,1432.8
262,"CB",0.4,1734.32
262,"AD",0.6,1379.28
262,"BD",0.52,1184.48
263,"AB",0.96,1073.15
263,"CD",0.86,1244.48
263,"CA",0.04,1818.28
263,"CB",0.92,1995.76
263,"AD",1,1826.8
263,"BD",0.96,1957.28
264,"AB",0.6,1097.2
264,"CD",0.54,1367.14
264,"CA",0.16,1189.16
264,"CB",0.36,1270.56
264,"AD",0.84,1156.76
264,"BD",0.4,1413.4
265,"AB",0.87,952.86
265,"CD",0.92,1138.34
265,"CA",0.96,1017.68
265,"CB",1,877.48
265,"AD",1,1329.52
265,"BD",1,1411.28
266,"AB",0.72,1301.22
266,"CD",0.42,1580.16
266,"CA",0.52,1573.52
266,"CB",0.64,887.8
266,"AD",0.44,1037.72
266,"BD",0.48,1540.16
267,"AB",0.66,1248.12
267,"CD",0.78,1757.34
267,"CA",0.96,1127.6
267,"CB",1,1003.72
267,"AD",0.96,881
267,"BD",1,897.24
268,"AB",0.906666666666667,920.973333333333
268,"CD",0.973333333333333,841.6
268,"CA",0.92,1205.28
268,"CB",0.96,1056.96
268,"AD",1,975.64
268,"BD",1,1859.16
269,"AB",0.74,1450.51
269,"CD",0.88,1714.82
269,"CA",0.24,1072.96
269,"CB",0.56,785.72
269,"AD",0.76,665.32
269,"BD",0.6,724.92
270,"AB",0.66,1517.44
270,"CD",0.58,3298.36
270,"CA",0.36,932.04
270,"CB",0.48,796.12
270,"AD",0.32,1015.16
270,"BD",0.6,1236.08
271,"AB",0.36,1438.28
271,"CD",0.38,1402.08
271,"CA",0.44,2404.24
271,"CB",0.48,965.2
271,"AD",0.6,859.76
271,"BD",0.48,1043.48
272,"AB",0.66,1056.27
272,"CD",0.54,1360.36
272,"CA",0.36,1051.12
272,"CB",0.48,956.72
272,"AD",0.56,935.08
272,"BD",0.68,905.76
273,"AB",0.65,1089.8
273,"CD",0.52,1117.94
273,"CA",0.4,1007.96
273,"CB",0.64,1108.12
273,"AD",0.76,874
273,"BD",0.44,778.2
274,"AB",0.84,843.4
274,"CD",0.866666666666667,675.84
274,"CA",0.96,713.28
274,"CB",1,579.04
274,"AD",1,847.36
274,"BD",0.36,1254.6
275,"AB",0.82,1152.76
275,"CD",0.58,1301.74
275,"CA",0.36,1372.52
275,"CB",0.92,1597.4
275,"AD",0.72,1193.24
275,"BD",0,1267.08
276,"AB",0.95,1246.16
276,"CD",1,1824.06
276,"CA",0,1539.48
276,"CB",0,1436.8
276,"AD",1,1445.28
276,"BD",1,1787.12
277,"AB",0.83,1240.09
277,"CD",0.66,1217.7
277,"CA",0.24,1190.6
277,"CB",0.64,1351.68
277,"AD",0.92,1828.84
277,"BD",0.4,1820.28
278,"AB",0.84,1067.50666666667
278,"CD",0.84,945.64
278,"CA",0.48,2308.08
278,"CB",1,1145.72
278,"AD",1,2171.2
278,"BD",0.72,1767.16
279,"AB",0.653333333333333,1310.22666666667
279,"CD",0.493333333333333,1509.85333333333
279,"CA",0.44,2808.52
279,"CB",0.52,1702
279,"AD",0.28,4320.12
279,"BD",0.76,2114.8
280,"AB",0.986666666666667,1200.62666666667
280,"CD",0.973333333333333,1232.06666666667
280,"CA",0.04,2034.36
280,"CB",1,1268.36
280,"AD",1,1813.8
280,"BD",0,1837
281,"AB",0.49,3270.43
281,"CD",0.76,1500.12
281,"CA",0.72,1290.4
281,"CB",0.96,2231.28
281,"AD",0.96,1618.28
281,"BD",0.08,2544.72
282,"AB",0.533333333333333,1223.93333333333
282,"CD",0.626666666666667,1385.88
282,"CA",0.68,1300.88
282,"CB",0.48,822.44
282,"AD",0.64,1018.68
282,"BD",0.56,762.08
283,"AB",0.82,1664.67
283,"CD",0.82,1764.58
283,"CA",0.28,1390.6
283,"CB",0.88,1288.6
283,"AD",1,1421
283,"BD",1,1778.24
284,"AB",0.466666666666667,936.426666666667
284,"CD",0.493333333333333,1210.33333333333
284,"CA",0.92,1267.84
284,"CB",0.04,1033
284,"AD",0.2,903.24
284,"BD",0.72,911.4
285,"AB",0.933333333333333,915.466666666667
285,"CD",0.933333333333333,964.04
285,"CA",0.88,1048.64
285,"CB",0.96,983.88
285,"AD",1,1937.56
285,"BD",0.04,1376.76
286,"AB",0.533333333333333,1411.37333333333
286,"CD",0.626666666666667,1543.93333333333
286,"CA",0.56,1520.4
286,"CB",0.72,1528.56
286,"AD",0.52,1507.36
286,"BD",0.32,1670.44
287,"AB",0.59,1465.44
287,"CD",0.58,1757.96
287,"CA",0.36,1413.96
287,"CB",0.8,1937.52
287,"AD",1,1050.44
287,"BD",0.76,1253.32
288,"AB",0.733333333333333,1084.08
288,"CD",0.946666666666667,1178.25333333333
288,"CA",1,1214.36
288,"CB",1,1374.32
288,"AD",0.96,1334.24
288,"BD",0.16,2217
289,"AB",0.75,1127.71
289,"CD",0.66,1313.76
289,"CA",0.04,1098.16
289,"CB",1,4417.08
289,"AD",1,1082.28
289,"BD",0.68,3059.92
290,"AB",0.746666666666667,1186.92
290,"CD",0.92,1115.16
290,"CA",0.84,1469.44
290,"CB",1,1415.56
290,"AD",1,1367.2
290,"BD",0.2,1744.56
291,"AB",0.87,2326.02
291,"CD",0.44,3286.54
291,"CA",0.28,1422.12
291,"CB",0.52,1959.12
291,"AD",0.8,1073.08
291,"BD",0.6,1004.4
292,"AB",0.65,997.16
292,"CD",0.68,922.6
292,"CA",0.6,542.4
292,"CB",0.48,615.6
292,"AD",0.64,721.28
292,"BD",0.4,901.64
293,"AB",0.6,1254.46
293,"CD",0.52,1450.8
293,"CA",0.52,4832.76
293,"CB",0.52,1794.56
293,"AD",0.6,2222.28
293,"BD",0.6,3920.04
294,"AB",0.39,1008.33
294,"CD",0.76,1080.54
294,"CA",0.84,846.56
294,"CB",0.68,806.84
294,"AD",0.36,1467.8
294,"BD",0.52,1144.52
295,"AB",0.56,2411.71
295,"CD",0.68,2862.8
295,"CA",0,1737.32
295,"CB",0.28,3279.48
295,"AD",1,730.8
295,"BD",0.72,1413.52
296,"AB",0.86,925.04
296,"CD",0.84,1077.22
296,"CA",1,870.04
296,"CB",0.96,952.52
296,"AD",0.8,984.68
296,"BD",0.04,905.76
297,"AB",0.54,1603.33
297,"CD",0.6,2365.62
297,"CA",0.48,2399.52
297,"CB",0.64,1405.32
297,"AD",0.44,1795.24
297,"BD",0.52,3469.72
298,"AB",0.31,1148.97
298,"CD",0.22,1000.98
298,"CA",0.92,989.64
298,"CB",0.76,968.92
298,"AD",0.04,956.24
298,"BD",0.12,846.64
299,"AB",0.31,2102.03
299,"CD",0.62,2255.98
299,"CA",1,1386.56
299,"CB",0.88,1203.28
299,"AD",0.08,2064.2
299,"BD",0.32,1402.4
300,"AB",0.88,853.7
300,"CD",0.9,1012.68
300,"CA",0.12,875.96
300,"CB",0.08,946.92
300,"AD",1,758.2
300,"BD",0.92,927.8
301,"AB",0.613333333333333,1029.10666666667
301,"CD",0.746666666666667,1028.22666666667
301,"CA",0.88,1303.48
301,"CB",0.84,907.36
301,"AD",0.2,958.56
301,"BD",0.12,942.2
302,"AB",0.373333333333333,860.32
302,"CD",0.64,853.92
302,"CA",0.52,783.4
302,"CB",0.4,804.44
302,"AD",0.48,941.12
302,"BD",0.52,700.36
303,"AB",0.94,809.11
303,"CD",0.92,958.2
303,"CA",0.52,1140.76
303,"CB",0.72,1072.44
303,"AD",0.56,1056.04
303,"BD",0.28,1152.2
304,"AB",0.59,1594.32
304,"CD",0.46,1665.26
304,"CA",0.16,1607.32
304,"CB",0.56,1840.64
304,"AD",0.64,1377.84
304,"BD",0.24,1667.8
305,"AB",0.31,847.78
305,"CD",0.8,953.7
305,"CA",0.48,914.24
305,"CB",0.44,904.96
305,"AD",0.68,1241.32
305,"BD",0.76,985.56
306,"AB",0.71,847.17
306,"CD",0.82,1071.82
306,"CA",0.96,1705.76
306,"CB",1,1035.76
306,"AD",1,1489.64
306,"BD",1,1895.08
307,"AB",0.85,747.2
307,"CD",0.24,954.98
307,"CA",0.16,801.52
307,"CB",0.2,655
307,"AD",0.76,641.96
307,"BD",0.8,1251.4
308,"AB",0.45,1377.64
308,"CD",0.6,1490.96
308,"CA",0.92,1783.08
308,"CB",0.56,1483.88
308,"AD",0.24,4903.88
308,"BD",0.52,1640.84
309,"AB",0.56,1068.75
309,"CD",0.74,1726.7
309,"CA",0.8,814.8
309,"CB",0.88,826.44
309,"AD",0.68,1016.88
309,"BD",0.48,1107.48
310,"AB",0.49,871.63
310,"CD",0.56,949.28
310,"CA",0.24,876.4
310,"CB",0.44,1024.92
310,"AD",0.56,1183.92
310,"BD",0.6,1054.72
311,"AB",0.55,1676.52
311,"CD",0.5,2427.68
311,"CA",0.52,2117.64
311,"CB",0.96,1881.48
311,"AD",0.64,1699.56
311,"BD",0,2758.88
312,"AB",0.59,1178.86
312,"CD",0.58,1255.2
312,"CA",1,1241.52
312,"CB",1,948.8
312,"AD",0.8,1153.48
312,"BD",0.2,1146
313,"AB",0.72,1536.72
313,"CD",0.36,1941.8
313,"CA",0.2,2711.6
313,"CB",0.28,3682.84
313,"AD",0.68,856.8
313,"BD",0.56,807.8
314,"AB",0.506666666666667,1314.58666666667
314,"CD",0.72,1232.38666666667
314,"CA",0.68,835.8
314,"CB",0.64,767.56
314,"AD",0.72,1155.44
314,"BD",0.88,1005.48
315,"AB",0.55,982.27
